"report_year","agency_code","agency_jurisdiction","population","violent_crimes","homicides","rapes","assaults","robberies","months_reported","crimes_percapita","homicides_percapita","rapes_percapita","assaults_percapita","robberies_percapita"
"1986-01-01T00:00:00","","United States","","1489169","20613","","","","","620.1","8.6","","",""
"1987-01-01T00:00:00","NM00101","Albuquerque, NM","371756","3845","48","211","2599","987","12","1034.28","12.91","56.76","699.11","265.5"
"1987-01-01T00:00:00","TX22001","Arlington, TX","251372","1412","18","92","791","511","12","561.72","7.16","36.6","314.67","203.28"
"1987-01-01T00:00:00","GAAPD00","Atlanta, GA","429953","12893","207","636","6950","5100","12","2998.7","48.14","147.92","1616.46","1186.18"
"1987-01-01T00:00:00","CO00101","Aurora, CO","219945","2700","20","118","2038","524","12","1227.58","9.09","53.65","926.6","238.24"
"1987-01-01T00:00:00","TX22701","Austin, TX","469542","2313","39","284","1005","985","12","492.61","8.31","60.48","214.04","209.78"
"1987-01-01T00:00:00","MD00301","Baltimore County, MD","681068","5544","32","199","3897","1416","12","814.02","4.7","29.22","572.19","207.91"
"1987-01-01T00:00:00","MDBPD00","Baltimore, MD","764893","14295","226","595","6008","7466","12","1868.89","29.55","77.79","785.47","976.08"
"1987-01-01T00:00:00","MA01301","Boston, MA","575882","11954","76","550","5920","5408","12","2075.77","13.2","95.51","1027.99","939.08"
"1987-01-01T00:00:00","NY01401","Buffalo, NY","325787","3555","35","268","1700","1552","12","1091.2","10.74","82.26","521.81","476.38"
"1987-01-01T00:00:00","NC06001","Charlotte, NC","356596","5992","52","308","4146","1486","12","1680.33","14.58","86.37","1162.66","416.72"
"1987-01-01T00:00:00","ILCPD00","Chicago, IL","3018338","68368","689","3692","34172","29815","12","2265.09","22.83","122.32","1132.15","987.8"
"1987-01-01T00:00:00","OHCIP00","Cincinnati, OH","371585","3167","69","344","1571","1183","12","852.29","18.57","92.58","422.78","318.37"
"1987-01-01T00:00:00","OHCLP00","Cleveland, OH","548171","6964","145","750","2528","3541","12","1270.41","26.45","136.82","461.17","645.97"
"1987-01-01T00:00:00","OHCOP00","Columbus, OH","567800","5381","85","534","1898","2864","12","947.69","14.97","94.05","334.27","504.4"
"1987-01-01T00:00:00","TXDPD00","Dallas, TX","1009947","20086","323","1260","9412","9091","12","1988.82","31.98","124.76","931.93","900.15"
"1987-01-01T00:00:00","CODPD00","Denver, CO","509529","3841","79","401","1749","1612","12","753.83","15.5","78.7","343.26","316.37"
"1987-01-01T00:00:00","MI82349","Detroit, MI","1091523","27778","686","1417","10582","15093","12","2544.88","62.85","129.82","969.47","1382.75"
"1987-01-01T00:00:00","TX07102","El Paso, TX","494954","4332","25","219","3119","969","12","875.23","5.05","44.25","630.16","195.78"
"1987-01-01T00:00:00","VA02901","Fairfax County, VA","690273","965","14","68","354","529","12","139.8","2.03","9.85","51.28","76.64"
"1987-01-01T00:00:00","TX22012","Fort Worth, TX","432305","7691","135","476","3810","3270","12","1779.07","31.23","110.11","881.32","756.41"
"1987-01-01T00:00:00","CA01005","Fresno, CA","291855","3373","33","196","2048","1096","12","1155.71","11.31","67.16","701.72","375.53"
"1987-01-01T00:00:00","HI00200","Honolulu, HI","832614","2258","36","322","915","985","12","271.19","4.32","38.67","109.89","118.3"
"1987-01-01T00:00:00","TXHPD00","Houston, TX","1739999","18971","323","1172","7784","9692","12","1090.29","18.56","67.36","447.36","557.01"
"1987-01-01T00:00:00","INIPD00","Indianapolis, IN","478693","4543","57","432","2720","1334","12","949.04","11.91","90.25","568.21","278.68"
"1987-01-01T00:00:00","FL01602","Jacksonville, FL","629887","9577","147","609","4945","3876","12","1520.43","23.34","96.68","785.06","615.35"
"1987-01-01T00:00:00","MOKPD00","Kansas City, MO","444382","8423","131","486","4527","3279","12","1895.44","29.48","109.37","1018.72","737.88"
"1987-01-01T00:00:00","NV00201","Las Vegas, NV","481393","3884","47","308","1692","1837","12","806.83","9.76","63.98","351.48","381.6"
"1987-01-01T00:00:00","CA01941","Long Beach, CA","406297","4660","62","221","1910","2467","12","1146.94","15.26","54.39","470.1","607.19"
"1987-01-01T00:00:00","CA01900","Los Angeles County, CA","1096165","12325","164","459","8480","3222","12","1124.37","14.96","41.87","773.61","293.93"
"1987-01-01T00:00:00","CA01942","Los Angeles, CA","3341726","63833","811","2169","34661","26192","12","1910.18","24.27","64.91","1037.22","783.79"
"1987-01-01T00:00:00","KY05680","Louisville, KY","","","","","","","","","","","",""
"1987-01-01T00:00:00","TNMPD00","Memphis, TN","659720","8833","143","831","3163","4696","12","1338.9","21.68","125.96","479.45","711.82"
"1987-01-01T00:00:00","AZ00717","Mesa, AZ","262428","1293","9","96","966","222","12","492.71","3.43","36.58","368.1","84.59"
"1987-01-01T00:00:00","FL01300","Miami-Dade County, FL","926139","15579","173","565","8991","5850","12","1682.14","18.68","61.01","970.8","631.65"
"1987-01-01T00:00:00","FL01306","Miami, FL","385089","11309","128","202","5385","5594","12","2936.72","33.24","52.46","1398.38","1452.65"
"1987-01-01T00:00:00","WIMPD00","Milwaukee, WI","607885","6008","92","437","3495","1984","12","988.34","15.13","71.89","574.94","326.38"
"1987-01-01T00:00:00","MN02711","Minneapolis, MN","359371","5538","38","520","2114","2866","12","1541.03","10.57","144.7","588.25","797.5"
"1987-01-01T00:00:00","MD01604","Montgomery County, MD","617920","1707","17","165","842","683","12","276.25","2.75","26.7","136.26","110.53"
"1987-01-01T00:00:00","TN01901","Nashville, TN","487097","5253","99","509","2295","2350","12","1078.43","20.32","104.5","471.16","482.45"
"1987-01-01T00:00:00","NY02900","Nassau County, NY","1052414","1866","22","83","751","1010","12","177.31","2.09","7.89","71.36","95.97"
"1987-01-01T00:00:00","LANPD00","New Orleans, LA","549536","7678","205","359","3328","3786","12","1397.18","37.3","65.33","605.6","688.94"
"1987-01-01T00:00:00","NY03030","New York City, NY","7284319","148313","1672","3507","64244","78890","12","2036.06","22.95","48.14","881.95","1083.01"
"1987-01-01T00:00:00","NJNPD00","Newark, NJ","318402","8926","81","577","4038","4230","12","2803.37","25.44","181.22","1268.21","1328.51"
"1987-01-01T00:00:00","CA00109","Oakland, CA","365983","6485","114","538","2657","3176","12","1771.94","31.15","147.0","725.99","867.8"
"1987-01-01T00:00:00","OK05506","Oklahoma City, OK","441408","3798","48","381","2047","1322","12","860.43","10.87","86.31","463.74","299.5"
"1987-01-01T00:00:00","NB02802","Omaha, NE","374934","2536","28","189","1749","570","12","676.39","7.47","50.41","466.48","152.03"
"1987-01-01T00:00:00","FL04804","Orlando, FL","150250","3411","27","181","2174","1029","12","2270.22","17.97","120.47","1446.92","684.86"
"1987-01-01T00:00:00","PAPEP00","Philadelphia, PA","1649364","17398","338","1102","6656","9302","12","1054.83","20.49","66.81","403.55","563.97"
"1987-01-01T00:00:00","AZ00723","Phoenix, AZ","933177","8181","111","503","5280","2287","12","876.68","11.89","53.9","565.81","245.08"
"1987-01-01T00:00:00","PAPPD00","Pittsburgh, PA","389015","4318","37","263","1184","2834","12","1109.98","9.51","67.61","304.36","728.51"
"1987-01-01T00:00:00","OR02602","Portland, OR","390845","8763","66","407","4623","3667","12","2242.07","16.89","104.13","1182.82","938.22"
"1987-01-01T00:00:00","MD01721","Prince George's County, MD","589824","1246","20","81","624","521","3","211.25","3.39","13.73","105.79","88.33"
"1987-01-01T00:00:00","NC09201","Raleigh, NC","182750","1124","15","78","647","384","12","615.05","8.21","42.68","354.04","210.12"
"1987-01-01T00:00:00","CA03404","Sacramento, CA","331728","3836","78","241","1676","1841","12","1156.37","23.51","72.65","505.23","554.97"
"1987-01-01T00:00:00","UT01803","Salt Lake City, UT","159839","1090","13","94","501","482","12","681.94","8.13","58.81","313.44","301.55"
"1987-01-01T00:00:00","TXSPD00","San Antonio, TX","920215","6092","174","849","1816","3253","12","662.02","18.91","92.26","197.35","353.5"
"1987-01-01T00:00:00","CA03711","San Diego, CA","1040851","9112","96","410","5154","3452","12","875.44","9.22","39.39","495.17","331.65"
"1987-01-01T00:00:00","CA03801","San Francisco, CA","767933","9298","103","452","4089","4654","12","1210.78","13.41","58.86","532.47","606.04"
"1987-01-01T00:00:00","CA04313","San Jose, CA","730079","4378","24","393","3017","944","12","599.66","3.29","53.83","413.24","129.3"
"1987-01-01T00:00:00","WASPD00","Seattle, WA","494426","7096","54","465","3618","2959","12","1435.2","10.92","94.05","731.76","598.47"
"1987-01-01T00:00:00","MOSPD00","St. Louis, MO","429414","9778","153","332","5997","3296","12","2277.06","35.63","77.31","1396.55","767.56"
"1987-01-01T00:00:00","NY05101","Suffolk County, NY","1191928","2817","36","194","1336","1251","12","236.34","3.02","16.28","112.09","104.96"
"1987-01-01T00:00:00","FL02902","Tampa, FL","285856","8899","61","297","5114","3427","12","3113.11","21.34","103.9","1789.01","1198.86"
"1987-01-01T00:00:00","AZ01003","Tucson, AZ","374546","3523","23","281","2308","911","12","940.61","6.14","75.02","616.21","243.23"
"1987-01-01T00:00:00","OK07205","Tulsa, OK","369961","3129","35","234","1786","1074","12","845.76","9.46","63.25","482.75","290.3"
"1987-01-01T00:00:00","VA12800","Virginia Beach, VA","340158","718","11","124","261","322","12","211.08","3.23","36.45","76.73","94.66"
"1987-01-01T00:00:00","DCMPD00","Washington, DC","622000","10016","225","245","5084","4462","12","1610.29","36.17","39.39","817.36","717.36"
"1987-01-01T00:00:00","KS08703","Wichita, KS","290702","1566","24","240","711","591","12","538.7","8.26","82.56","244.58","203.3"
"1987-01-01T00:00:00","","United States","","1483999","20096","","","","","612.5","8.3","","",""
"1988-01-01T00:00:00","NM00101","Albuquerque, NM","378176","4275","49","190","3108","928","12","1130.43","12.96","50.24","821.84","245.39"
"1988-01-01T00:00:00","TX22001","Arlington, TX","251712","1388","13","110","697","568","12","551.42","5.16","43.7","276.9","225.65"
"1988-01-01T00:00:00","GAAPD00","Atlanta, GA","444995","15911","217","721","9001","5972","12","3575.55","48.76","162.02","2022.72","1342.04"
"1988-01-01T00:00:00","CO00101","Aurora, CO","219404","2625","15","127","2021","462","12","1196.42","6.84","57.88","921.13","210.57"
"1988-01-01T00:00:00","TX22701","Austin, TX","467423","2508","43","247","1200","1018","12","536.56","9.2","52.84","256.73","217.79"
"1988-01-01T00:00:00","MD00301","Baltimore County, MD","692703","6515","24","190","4645","1656","12","940.52","3.46","27.43","670.56","239.06"
"1988-01-01T00:00:00","MDBPD00","Baltimore, MD","763880","14721","234","517","6574","7396","12","1927.14","30.63","67.68","860.61","968.21"
"1988-01-01T00:00:00","MA01301","Boston, MA","579921","12175","93","558","6291","5233","12","2099.42","16.04","96.22","1084.8","902.36"
"1988-01-01T00:00:00","NY01401","Buffalo, NY","323714","4271","43","296","2158","1774","12","1319.37","13.28","91.44","666.64","548.01"
"1988-01-01T00:00:00","NC06001","Charlotte, NC","370492","6815","46","315","4521","1933","12","1839.45","12.42","85.02","1220.27","521.74"
"1988-01-01T00:00:00","ILCPD00","Chicago, IL","2994100","69318","660","3695","35988","28975","12","2315.15","22.04","123.41","1201.96","967.74"
"1988-01-01T00:00:00","OHCIP00","Cincinnati, OH","377783","3199","47","296","1645","1211","12","846.78","12.44","78.35","435.44","320.55"
"1988-01-01T00:00:00","OHCLP00","Cleveland, OH","544515","7333","137","844","2557","3795","12","1346.7","25.16","155.0","469.59","696.95"
"1988-01-01T00:00:00","OHCOP00","Columbus, OH","588428","5802","69","594","2111","3028","12","986.02","11.73","100.95","358.75","514.59"
"1988-01-01T00:00:00","TXDPD00","Dallas, TX","1017818","21135","366","1306","9816","9647","12","2076.5","35.96","128.31","964.42","947.81"
"1988-01-01T00:00:00","CODPD00","Denver, CO","500555","3634","69","370","1802","1393","12","725.99","13.78","73.92","360.0","278.29"
"1988-01-01T00:00:00","MI82349","Detroit, MI","1086714","25805","629","1447","10751","12978","12","2374.59","57.88","133.15","989.31","1194.24"
"1988-01-01T00:00:00","TX07102","El Paso, TX","501544","4505","31","242","3144","1088","12","898.23","6.18","48.25","626.86","216.93"
"1988-01-01T00:00:00","VA02901","Fairfax County, VA","714952","986","23","77","338","548","12","137.91","3.22","10.77","47.28","76.65"
"1988-01-01T00:00:00","TX22012","Fort Worth, TX","432889","7326","97","489","3625","3115","12","1692.35","22.41","112.96","837.4","719.58"
"1988-01-01T00:00:00","CA01005","Fresno, CA","294695","3997","39","231","2334","1393","12","1356.32","13.23","78.39","792.01","472.69"
"1988-01-01T00:00:00","HI00200","Honolulu, HI","838656","2186","28","283","1042","833","12","260.66","3.34","33.74","124.25","99.33"
"1988-01-01T00:00:00","TXHPD00","Houston, TX","1725421","19817","440","1206","8122","10049","12","1148.53","25.5","69.9","470.73","582.41"
"1988-01-01T00:00:00","INIPD00","Indianapolis, IN","483187","5635","79","422","3670","1464","12","1166.22","16.35","87.34","759.54","302.99"
"1988-01-01T00:00:00","FL01602","Jacksonville, FL","645024","","187","573","","4299","0","","28.99","88.83","","666.49"
"1988-01-01T00:00:00","MOKPD00","Kansas City, MO","447461","8316","134","473","4230","3479","12","1858.49","29.95","105.71","945.33","777.5"
"1988-01-01T00:00:00","NV00201","Las Vegas, NV","510941","4024","54","363","1720","1887","12","787.57","10.57","71.05","336.63","369.32"
"1988-01-01T00:00:00","CA01941","Long Beach, CA","413667","5153","58","218","2231","2646","12","1245.69","14.02","52.7","539.32","639.64"
"1988-01-01T00:00:00","CA01900","Los Angeles County, CA","1116009","12331","157","373","8591","3210","12","1104.92","14.07","33.42","769.8","287.63"
"1988-01-01T00:00:00","CA01942","Los Angeles, CA","3402342","66736","736","2006","37812","26182","12","1961.47","21.63","58.96","1111.35","769.53"
"1988-01-01T00:00:00","KY05680","Louisville, KY","","","","","","","","","","","",""
"1988-01-01T00:00:00","TNMPD00","Memphis, TN","668935","8914","174","863","3415","4462","12","1332.57","26.01","129.01","510.51","667.03"
"1988-01-01T00:00:00","AZ00717","Mesa, AZ","267642","1396","11","119","1005","261","12","521.59","4.11","44.46","375.5","97.52"
"1988-01-01T00:00:00","FL01300","Miami-Dade County, FL","937278","16436","211","685","9781","5759","0","1753.59","22.51","73.08","1043.55","614.44"
"1988-01-01T00:00:00","FL01306","Miami, FL","389720","12961","146","411","6006","6398","0","3325.72","37.46","105.46","1541.11","1641.69"
"1988-01-01T00:00:00","WIMPD00","Milwaukee, WI","611140","5037","81","400","2445","2111","12","824.2","13.25","65.45","400.07","345.42"
"1988-01-01T00:00:00","MN02711","Minneapolis, MN","364745","5500","55","460","2420","2565","12","1507.9","15.08","126.12","663.48","703.23"
"1988-01-01T00:00:00","MD01604","Montgomery County, MD","691815","1884","16","174","912","782","12","272.33","2.31","25.15","131.83","113.04"
"1988-01-01T00:00:00","TN01901","Nashville, TN","502759","5290","79","464","2793","1954","12","1052.19","15.71","92.29","555.53","388.66"
"1988-01-01T00:00:00","NY02900","Nassau County, NY","1048192","2021","21","86","882","1032","12","192.81","2.0","8.2","84.14","98.46"
"1988-01-01T00:00:00","LANPD00","New Orleans, LA","538047","8923","228","403","3563","4729","12","1658.41","42.38","74.9","662.21","878.92"
"1988-01-01T00:00:00","NY03030","New York City, NY","7346352","162916","1896","3412","71030","86578","12","2217.64","25.81","46.44","966.87","1178.52"
"1988-01-01T00:00:00","NJNPD00","Newark, NJ","319191","9733","115","522","4672","4424","12","3049.27","36.03","163.54","1463.7","1386.0"
"1988-01-01T00:00:00","CA00109","Oakland, CA","367782","6049","112","498","2298","3141","12","1644.72","30.45","135.41","624.83","854.04"
"1988-01-01T00:00:00","OK05506","Oklahoma City, OK","440136","3986","60","377","2184","1365","12","905.63","13.63","85.66","496.21","310.13"
"1988-01-01T00:00:00","NB02802","Omaha, NE","377958","2774","28","216","1820","710","12","733.94","7.41","57.15","481.53","187.85"
"1988-01-01T00:00:00","FL04804","Orlando, FL","155673","3587","28","289","2041","1229","0","2304.19","17.99","185.65","1311.08","789.48"
"1988-01-01T00:00:00","PAPEP00","Philadelphia, PA","1657285","17082","374","912","6938","8858","12","1030.72","22.57","55.03","418.64","534.49"
"1988-01-01T00:00:00","AZ00723","Phoenix, AZ","951717","8477","106","445","5408","2518","12","890.71","11.14","46.76","568.24","264.57"
"1988-01-01T00:00:00","PAPPD00","Pittsburgh, PA","387190","4118","19","234","1328","2537","12","1063.56","4.91","60.44","342.98","655.23"
"1988-01-01T00:00:00","OR02602","Portland, OR","387659","8686","45","372","4637","3632","12","2240.63","11.61","95.96","1196.15","936.91"
"1988-01-01T00:00:00","MD01721","Prince George's County, MD","598855","6014","94","383","2993","2544","12","1004.25","15.7","63.96","499.79","424.81"
"1988-01-01T00:00:00","NC09201","Raleigh, NC","188308","1177","11","65","766","335","12","625.04","5.84","34.52","406.78","177.9"
"1988-01-01T00:00:00","CA03404","Sacramento, CA","340483","3582","68","188","1714","1612","12","1052.03","19.97","55.22","503.4","473.45"
"1988-01-01T00:00:00","UT01803","Salt Lake City, UT","162005","1036","15","90","444","487","12","639.49","9.26","55.55","274.07","300.61"
"1988-01-01T00:00:00","TXSPD00","San Antonio, TX","935729","5273","143","535","1736","2859","12","563.52","15.28","57.17","185.52","305.54"
"1988-01-01T00:00:00","CA03711","San Diego, CA","1073466","9171","144","389","5434","3204","12","854.34","13.41","36.24","506.21","298.47"
"1988-01-01T00:00:00","CA03801","San Francisco, CA","753927","9667","92","453","4255","4867","12","1282.22","12.2","60.09","564.38","645.55"
"1988-01-01T00:00:00","CA04313","San Jose, CA","732022","4689","37","438","3266","948","12","640.55","5.05","59.83","446.16","129.5"
"1988-01-01T00:00:00","WASPD00","Seattle, WA","505380","6879","56","439","3675","2709","12","1361.15","11.08","86.87","727.18","536.03"
"1988-01-01T00:00:00","MOSPD00","St. Louis, MO","425187","10481","140","305","6709","3327","12","2465.03","32.93","71.73","1577.89","782.48"
"1988-01-01T00:00:00","NY05101","Suffolk County, NY","1195644","2984","31","130","1713","1110","10","249.57","2.59","10.87","143.27","92.84"
"1988-01-01T00:00:00","FL02902","Tampa, FL","293732","","","","","","0","","","","",""
"1988-01-01T00:00:00","AZ01003","Tucson, AZ","383174","3527","31","281","2447","768","12","920.47","8.09","73.33","638.61","200.43"
"1988-01-01T00:00:00","OK07205","Tulsa, OK","373602","3462","35","260","2159","1008","12","926.65","9.37","69.59","577.89","269.81"
"1988-01-01T00:00:00","VA12800","Virginia Beach, VA","355562","717","27","108","255","327","12","201.65","7.59","30.37","71.72","91.97"
"1988-01-01T00:00:00","DCMPD00","Washington, DC","620000","11913","369","165","5690","5689","12","1921.45","59.52","26.61","917.74","917.58"
"1988-01-01T00:00:00","KS08703","Wichita, KS","292733","1655","15","238","774","628","12","565.36","5.12","81.3","264.4","214.53"
"1988-01-01T00:00:00","","United States","","1566221","20675","","","","","640.6","8.5","","",""
"1989-01-01T00:00:00","NM00101","Albuquerque, NM","384801","4696","41","178","3445","1032","12","1220.37","10.65","46.26","895.27","268.19"
"1989-01-01T00:00:00","TX22001","Arlington, TX","259796","1550","11","88","899","552","12","596.62","4.23","33.87","346.04","212.47"
"1989-01-01T00:00:00","GAAPD00","Atlanta, GA","426482","16852","246","691","9119","6796","12","3951.4","57.68","162.02","2138.19","1593.5"
"1989-01-01T00:00:00","CO00101","Aurora, CO","219780","2859","7","120","2354","378","12","1300.85","3.19","54.6","1071.07","171.99"
"1989-01-01T00:00:00","TX22701","Austin, TX","468907","2605","31","235","1320","1019","12","555.55","6.61","50.12","281.51","217.31"
"1989-01-01T00:00:00","MD00301","Baltimore County, MD","700068","7237","34","220","5179","1804","12","1033.76","4.86","31.43","739.79","257.69"
"1989-01-01T00:00:00","MDBPD00","Baltimore, MD","763138","15618","262","541","6849","7966","12","2046.55","34.33","70.89","897.48","1043.85"
"1989-01-01T00:00:00","MA01301","Boston, MA","580095","12919","99","483","6471","5866","12","2227.05","17.07","83.26","1115.51","1011.21"
"1989-01-01T00:00:00","NY01401","Buffalo, NY","314284","4479","37","268","2345","1829","12","1425.14","11.77","85.27","746.14","581.96"
"1989-01-01T00:00:00","NC06001","Charlotte, NC","372612","7640","73","325","4873","2369","12","2050.39","19.59","87.22","1307.79","635.78"
"1989-01-01T00:00:00","ILCPD00","Chicago, IL","2988260","73590","742","3645","37615","31588","12","2462.64","24.83","121.98","1258.76","1057.07"
"1989-01-01T00:00:00","OHCIP00","Cincinnati, OH","372282","3690","45","351","1866","1428","12","991.18","12.09","94.28","501.23","383.58"
"1989-01-01T00:00:00","OHCLP00","Cleveland, OH","523906","7965","144","837","2939","4045","12","1520.31","27.49","159.76","560.98","772.09"
"1989-01-01T00:00:00","OHCOP00","Columbus, OH","572341","5986","90","543","2226","3127","12","1045.88","15.72","94.87","388.93","546.35"
"1989-01-01T00:00:00","TXDPD00","Dallas, TX","996320","21228","351","1185","10250","9442","12","2130.64","35.23","118.94","1028.79","947.69"
"1989-01-01T00:00:00","CODPD00","Denver, CO","494589","3572","55","325","1925","1267","12","722.22","11.12","65.71","389.21","256.17"
"1989-01-01T00:00:00","MI82349","Detroit, MI","1039599","24956","624","1424","11006","11902","12","2400.54","60.02","136.98","1058.68","1144.86"
"1989-01-01T00:00:00","TX07102","El Paso, TX","515607","4722","41","241","3301","1139","12","915.81","7.95","46.74","640.22","220.9"
"1989-01-01T00:00:00","VA02901","Fairfax County, VA","742741","1047","28","102","389","528","12","140.96","3.77","13.73","52.37","71.09"
"1989-01-01T00:00:00","TX22012","Fort Worth, TX","430481","6668","113","454","3576","2525","12","1548.96","26.25","105.46","830.7","586.55"
"1989-01-01T00:00:00","CA01005","Fresno, CA","315218","4289","42","234","2488","1525","12","1360.65","13.32","74.23","789.3","483.79"
"1989-01-01T00:00:00","HI00200","Honolulu, HI","848959","2165","43","269","1044","809","0","255.02","5.07","31.69","122.97","95.29"
"1989-01-01T00:00:00","TXHPD00","Houston, TX","1713499","19528","459","1152","8097","9820","12","1139.66","26.79","67.23","472.54","573.1"
"1989-01-01T00:00:00","INIPD00","Indianapolis, IN","484056","5859","41","483","3529","1806","12","1210.4","8.47","99.78","729.05","373.1"
"1989-01-01T00:00:00","FL01602","Jacksonville, FL","654737","9449","165","609","4735","3940","12","1443.17","25.2","93.01","723.19","601.77"
"1989-01-01T00:00:00","MOKPD00","Kansas City, MO","440435","8996","140","507","4525","3824","12","2042.53","31.79","115.11","1027.39","868.23"
"1989-01-01T00:00:00","NV00201","Las Vegas, NV","536148","4094","67","305","1676","2046","12","763.6","12.5","56.89","312.6","381.61"
"1989-01-01T00:00:00","CA01941","Long Beach, CA","426025","7169","85","247","3074","3763","12","1682.77","19.95","57.98","721.55","883.28"
"1989-01-01T00:00:00","CA01900","Los Angeles County, CA","1046235","15563","176","386","10948","4053","12","1487.52","16.82","36.89","1046.42","387.39"
"1989-01-01T00:00:00","CA01942","Los Angeles, CA","3441449","77297","877","1996","43361","31063","12","2246.06","25.48","58.0","1259.96","902.61"
"1989-01-01T00:00:00","KY05680","Louisville, KY","","","","","","","","","","","",""
"1989-01-01T00:00:00","TNMPD00","Memphis, TN","651081","8030","141","781","3327","3781","12","1233.33","21.66","119.95","511.0","580.73"
"1989-01-01T00:00:00","AZ00717","Mesa, AZ","285883","1400","10","85","1092","213","12","489.71","3.5","29.73","381.97","74.51"
"1989-01-01T00:00:00","FL01300","Miami-Dade County, FL","972785","19140","203","768","10292","7877","12","1967.55","20.87","78.95","1057.99","809.74"
"1989-01-01T00:00:00","FL01306","Miami, FL","381206","14093","132","285","6387","7289","12","3696.95","34.63","74.76","1675.47","1912.09"
