"Number","Name","Country","Region","Type","Activity Evidence","Last Known Eruption","Latitude","Longitude","Elevation (Meters)","Dominant Rock Type","Tectonic Setting"
"224050","Biu Plateau","Nigeria","Africa and Red Sea","Volcanic field","Evidence Uncertain","Unknown","10.75","12","0","Basalt / Picro-Basalt","Intraplate / Continental Crust"
"225001","Todra Volcanic Field","Niger","Africa and Red Sea","Pyroclastic cone","Evidence Credible","Unknown","17.68","8.5","1780","Basalt / Picro-Basalt","Intraplate / Continental Crust"
"225002","Tin Zaouatene Volcanic Field","Mali","Africa and Red Sea","Volcanic field","Evidence Credible","Unknown","19.83","2.83","0","Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust"
"225003","In Ezzane Volcanic Field","Algeria-Niger","Africa and Red Sea","Volcanic field","Evidence Uncertain","Unknown","23","10.83","0","Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust"
"225004","Tahalra Volcanic Field","Algeria","Africa and Red Sea","Pyroclastic cone","Evidence Credible","Unknown","22.67","5","1467","Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust"
"225005","Atakor Volcanic Field","Algeria","Africa and Red Sea","Pyroclastic cone","Evidence Credible","Unknown","23.33","5.83","2918","Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust"
"225006","Manzaz Volcanic Field","Algeria","Africa and Red Sea","Pyroclastic cone","Evidence Credible","Unknown","23.92","5.83","1672","Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust"
"225009","Toh, Tarso","Chad","Africa and Red Sea","Volcanic field","Evidence Credible","Unknown","21.33","16.33","2000","Basalt / Picro-Basalt","Intraplate / Continental Crust"
"225010","Tousside, Tarso","Chad","Africa and Red Sea","Stratovolcano","Evidence Credible","Unknown","21.03","16.45","3265","Trachyte / Trachydacite","Intraplate / Continental Crust"
"225020","Voon, Tarso","Chad","Africa and Red Sea","Stratovolcano","Unrest / Holocene","Unknown","20.92","17.28","3100","Trachyte / Trachydacite","Intraplate / Continental Crust"
"225021","Koussi, Emi","Chad","Africa and Red Sea","Pyroclastic shield","Evidence Credible","Unknown","19.8","18.53","3415","Trachyte / Trachydacite","Intraplate / Continental Crust"
"225030","Marra, Jebel","Sudan","Africa and Red Sea","Volcanic field","Eruption Dated","2000 BCE","12.95","24.27","3042","Basalt / Picro-Basalt","Intraplate / Continental Crust"
"225040","Kutum Volcanic Field","Sudan","Africa and Red Sea","Pyroclastic cone","Evidence Uncertain","Unknown","14.57","25.85","0","Basalt / Picro-Basalt","Intraplate / Continental Crust"
"225050","Meidob Volcanic Field","Sudan","Africa and Red Sea","Pyroclastic cone","Eruption Dated","2950 BCE","15.32","26.47","2000","Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust"
"225060","Bayuda Volcanic Field","Sudan","Africa and Red Sea","Pyroclastic cone","Eruption Dated","850 CE","18.33","32.75","670","Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust"
"230010","Sharat Kovakab","Syria","Middle East and Indian Ocean","Volcanic field","Evidence Credible","Unknown","36.53","40.85","534","Basalt / Picro-Basalt","Rift Zone / Continental Crust"
"230020","Unnamed","Syria","Middle East and Indian Ocean","Volcanic field","Eruption Observed","1222 CE","36.67","37","0","Basalt / Picro-Basalt","Rift Zone / Continental Crust"
"231001","Harrat Ash Shamah","Syria-Jordan-Saudi Arabia","Middle East and Indian Ocean","Volcanic field","Eruption Observed","1850 CE","32.333","37.583","1100","Basalt / Picro-Basalt","Intraplate / Continental Crust"
"231010","Rahah, Harrat ar","Saudi Arabia","Middle East and Indian Ocean","Volcanic field","Evidence Credible","Unknown","27.8","36.17","1950","Basalt / Picro-Basalt","Intraplate / Continental Crust"
"231020","Uwayrid, Harrat","Saudi Arabia","Middle East and Indian Ocean","Volcanic field","Eruption Dated","640 CE","27.08","37.25","1920","Basalt / Picro-Basalt","Intraplate / Continental Crust"
"231040","Lunayyir, Harrat","Saudi Arabia","Middle East and Indian Ocean","Volcanic field","Eruption Observed","1000 CE","25.17","37.75","1370","Basalt / Picro-Basalt","Intraplate / Continental Crust"
"231050","Ithnayn, Harrat","Saudi Arabia","Middle East and Indian Ocean","Volcanic field","Evidence Credible","Unknown","26.58","40.2","1625","Basalt / Picro-Basalt","Intraplate / Continental Crust"
"231060","Khaybar, Harrat","Saudi Arabia","Middle East and Indian Ocean","Volcanic field","Eruption Observed","650 CE","25","39.92","2093","Basalt / Picro-Basalt","Intraplate / Continental Crust"
"231070","Rahat, Harrat","Saudi Arabia","Middle East and Indian Ocean","Volcanic field","Eruption Observed","1256 CE","23.08","39.78","1744","Basalt / Picro-Basalt","Intraplate / Continental Crust"
"231071","Kishb, Harrat","Saudi Arabia","Middle East and Indian Ocean","Volcanic field","Evidence Credible","Unknown","22.8","41.38","1475","Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust"
"231072","Birk, Harrat al","Saudi Arabia","Middle East and Indian Ocean","Volcanic field","Evidence Credible","Unknown","18.37","41.63","587","Basalt / Picro-Basalt","Intraplate / Continental Crust"
"231080","Yar, Jabal","Saudi Arabia","Middle East and Indian Ocean","Volcanic field","Eruption Observed","1810 CE","17.05","42.83","305","Basalt / Picro-Basalt","Intraplate / Continental Crust"
"231090","Arhab, Harra of","Yemen","Middle East and Indian Ocean","Volcanic field","Eruption Observed","500 CE","15.63","44.08","3100","Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust"
"231100","Marha, Jabal el-","Yemen","Middle East and Indian Ocean","Tuff cone","Evidence Uncertain","Unknown","15.245","44.236","2506","Basalt / Picro-Basalt","Intraplate / Continental Crust"
"231110","Haylan, Jabal","Yemen","Middle East and Indian Ocean","Volcanic field","Eruption Dated","1200 BCE","15.4","45.1","1550","Basalt / Picro-Basalt","Intraplate / Continental Crust"
"231120","Dhamar, Harras of","Yemen","Middle East and Indian Ocean","Volcanic field","Eruption Observed","1937 CE","14.57","44.67","3500","Basalt / Picro-Basalt","Intraplate / Continental Crust"
"231160","Sawad, Harra Es-","Yemen","Middle East and Indian Ocean","Volcanic field","Eruption Observed","1253 CE","13.58","46.12","1737","Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust"
"231170","Bal Haf, Harra of","Yemen","Middle East and Indian Ocean","Volcanic field","Evidence Credible","Unknown","14.067","48.3","604","Basalt / Picro-Basalt","Intraplate / Continental Crust"
"231180","Bir Borhut","Yemen","Middle East and Indian Ocean","Volcanic field","Evidence Uncertain","Unknown","15.55","50.63","0","Basalt / Picro-Basalt","Intraplate / Continental Crust"
"232001","Sahand","Iran","Middle East and Indian Ocean","Stratovolcano","Evidence Credible","Unknown","37.75","46.43","3707","Andesite / Basaltic Andesite","Intraplate / Continental Crust"
"232002","Sabalan","Iran","Middle East and Indian Ocean","Stratovolcano","Evidence Credible","Unknown","38.268","47.835","4784","Andesite / Basaltic Andesite","Intraplate / Continental Crust"
"232010","Damavand","Iran","Middle East and Indian Ocean","Stratovolcano","Eruption Dated","5350 BCE","35.951","52.109","5670","Trachyandesite / Basaltic Trachyandesite","Intraplate / Continental Crust"
"232020","Qal'eh Hasan Ali","Iran","Middle East and Indian Ocean","Maar","Evidence Uncertain","Unknown","29.4","57.57","0","Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust"
"232030","Bazman","Iran","Middle East and Indian Ocean","Stratovolcano","Unrest / Holocene","Unknown","28.07","60","3490","Andesite / Basaltic Andesite","Intraplate / Continental Crust"
"232040","Kuh-e Nader","Iran","Middle East and Indian Ocean","Volcanic field","Evidence Uncertain","Unknown","28.17","60.67","1500","Basalt / Picro-Basalt","Intraplate / Continental Crust"
"232050","Taftan","Iran","Middle East and Indian Ocean","Stratovolcano","Evidence Credible","Unknown","28.6","61.13","3940","Andesite / Basaltic Andesite","Intraplate / Continental Crust"
"233001","Grille, La","Comoros","Middle East and Indian Ocean","Shield","Evidence Credible","Unknown","-11.47","43.33","1087","Trachybasalt / Tephrite Basanite","Intraplate / Oceanic Crust"
"233005","Mayotte Island","France","Middle East and Indian Ocean","Shield","Eruption Dated","2050 BCE","-12.83","45.17","660","Basalt / Picro-Basalt","Intraplate / Oceanic Crust"
"233010","Karthala","Comoros","Middle East and Indian Ocean","Shield","Eruption Observed","2007 CE","-11.75","43.38","2361","Basalt / Picro-Basalt","Intraplate / Oceanic Crust"
"233011","Ambre-Bobaomby","Madagascar","Middle East and Indian Ocean","Volcanic field","Evidence Credible","Unknown","-12.6","49.15","1475","Basalt / Picro-Basalt","Intraplate / Continental Crust"
"233012","Nosy-Be","Madagascar","Middle East and Indian Ocean","Pyroclastic cone","Evidence Credible","Unknown","-13.32","48.48","214","Foidite","Intraplate / Continental Crust"
"233013","Ankaizina Field","Madagascar","Middle East and Indian Ocean","Pyroclastic cone","Evidence Credible","Unknown","-14.3","48.67","2878","Basalt / Picro-Basalt","Intraplate / Continental Crust"
"233014","Itasy Volcanic Field","Madagascar","Middle East and Indian Ocean","Pyroclastic cone","Eruption Dated","6050 BCE","-19","46.77","1800","Trachyte / Trachydacite","Intraplate / Continental Crust"
"233015","Ankaratra Field","Madagascar","Middle East and Indian Ocean","Pyroclastic cone","Evidence Credible","Unknown","-19.4","47.2","2644","Trachybasalt / Tephrite Basanite","Intraplate / Continental Crust"
"233020","Fournaise, Piton de la","France","Middle East and Indian Ocean","Shield","Eruption Observed","2016 CE","-21.244","55.708","2632","Basalt / Picro-Basalt","Intraplate / Oceanic Crust"
"234000","Boomerang Seamount","France","Middle East and Indian Ocean","Submarine","Eruption Dated","1995 CE","-37.721","77.825","-650","Basalt / Picro-Basalt","Rift Zone / Oceanic Crust"
"234001","Amsterdam Island","France","Middle East and Indian Ocean","Stratovolcano","Evidence Credible","Unknown","-37.83","77.52","881","Basalt / Picro-Basalt","Rift Zone / Oceanic Crust"
"234002","St. Paul","France","Middle East and Indian Ocean","Stratovolcano","Eruption Observed","1793 CE","-38.72","77.53","268","Basalt / Picro-Basalt","Rift Zone / Oceanic Crust"
"234010","Heard","Australia","Middle East and Indian Ocean","Stratovolcano","Eruption Observed","2016 CE","-53.106","73.513","2745","Trachybasalt / Tephrite Basanite","Intraplate / Oceanic Crust"
"234011","McDonald Islands","Australia","Middle East and Indian Ocean","Complex","Eruption Observed","2005 CE","-53.03","72.6","230","Phonolite","Intraplate / Oceanic Crust"
"234020","Kerguelen Islands","France","Middle East and Indian Ocean","Stratovolcano","Evidence Uncertain","Unknown","-49.58","69.5","1840","Trachyandesite / Basaltic Trachyandesite","Intraplate / Oceanic Crust"
"234030","Est, Ile de l'","France","Middle East and Indian Ocean","Stratovolcano","Evidence Uncertain","Unknown","-46.43","52.2","1090","Basalt / Picro-Basalt","Rift Zone / Oceanic Crust"
"234040","Possession, Ile de la","France","Middle East and Indian Ocean","Stratovolcano","Evidence Credible","Unknown","-46.42","51.75","934","Basalt / Picro-Basalt","Rift Zone / Oceanic Crust"
"234050","Cochons, Ile aux","France","Middle East and Indian Ocean","Stratovolcano","Evidence Credible","Unknown","-46.1","50.23","775","Basalt / Picro-Basalt","Rift Zone / Oceanic Crust"
"234060","Prince Edward Island","South Africa","Middle East and Indian Ocean","Shield","Evidence Credible","Unknown","-46.63","37.95","672","Basalt / Picro-Basalt","Rift Zone / Oceanic Crust"
"234070","Marion Island","South Africa","Middle East and Indian Ocean","Shield","Eruption Observed","2004 CE","-46.9","37.75","1230","Basalt / Picro-Basalt","Rift Zone / Oceanic Crust"
"241010","Kaikohe-Bay of Islands","New Zealand","New Zealand to Fiji","Volcanic field","Eruption Dated","400 CE","-35.3","173.9","388","Trachybasalt / Tephrite Basanite","Subduction Zone / Continental Crust"
"241011","Whangarei","New Zealand","New Zealand to Fiji","Pyroclastic cone","Evidence Uncertain","Unknown","-35.75","174.27","397","Trachybasalt / Tephrite Basanite","Subduction Zone / Continental Crust"
"241020","Auckland Field","New Zealand","New Zealand to Fiji","Volcanic field","Eruption Dated","1350 CE","-36.9","174.87","260","Trachybasalt / Tephrite Basanite","Subduction Zone / Continental Crust"
"241021","Mayor Island","New Zealand","New Zealand to Fiji","Shield","Eruption Dated","5060 BCE","-37.28","176.25","355","Rhyolite","Subduction Zone / Continental Crust"
"241030","Taranaki [Egmont]","New Zealand","New Zealand to Fiji","Stratovolcano","Eruption Observed","1854 CE","-39.3","174.07","2518","Andesite / Basaltic Andesite","Subduction Zone / Continental Crust"
"241040","White Island","New Zealand","New Zealand to Fiji","Stratovolcano","Eruption Observed","2016 CE","-37.52","177.18","321","Andesite / Basaltic Andesite","Subduction Zone / Continental Crust"
"241050","Okataina","New Zealand","New Zealand to Fiji","Lava dome","Eruption Observed","1981 CE","-38.12","176.5","1111","Rhyolite","Subduction Zone / Continental Crust"
"241060","Reporoa","New Zealand","New Zealand to Fiji","Caldera","Eruption Dated","1180 CE","-38.42","176.33","592","Rhyolite","Subduction Zone / Continental Crust"
"241061","Maroa","New Zealand","New Zealand to Fiji","Caldera","Eruption Dated","180 CE","-38.42","176.08","897","Rhyolite","Subduction Zone / Continental Crust"
"241070","Taupo","New Zealand","New Zealand to Fiji","Caldera","Eruption Dated","260 CE","-38.82","176","760","Rhyolite","Subduction Zone / Continental Crust"
"241080","Tongariro","New Zealand","New Zealand to Fiji","Stratovolcano","Eruption Observed","2012 CE","-39.157","175.632","1978","Andesite / Basaltic Andesite","Subduction Zone / Continental Crust"
"241100","Ruapehu","New Zealand","New Zealand to Fiji","Stratovolcano","Eruption Observed","2007 CE","-39.28","175.57","2797","Andesite / Basaltic Andesite","Subduction Zone / Continental Crust"
"241101","Clark","New Zealand","New Zealand to Fiji","Submarine","Unrest / Holocene","Unknown","-36.446","177.839","-860","Basalt / Picro-Basalt","Subduction Zone / Oceanic Crust"
"241102","Tangaroa","New Zealand","New Zealand to Fiji","Submarine","Unrest / Holocene","Unknown","-36.321","178.028","-600","Basalt / Picro-Basalt","Subduction Zone / Oceanic Crust"
"241110","Rumble V","New Zealand","New Zealand to Fiji","Submarine","Unrest / Holocene","Unknown","-36.142","178.196","-400","Andesite / Basaltic Andesite","Subduction Zone / Oceanic Crust"
"241120","Rumble IV","New Zealand","New Zealand to Fiji","Submarine","Unrest / Holocene","Unknown","-36.13","178.05","-500","Andesite / Basaltic Andesite","Subduction Zone / Oceanic Crust"
"241130","Rumble III","New Zealand","New Zealand to Fiji","Submarine","Eruption Observed","2008 CE","-35.745","178.478","-220","Andesite / Basaltic Andesite","Subduction Zone / Oceanic Crust"
"241131","Rumble II West","New Zealand","New Zealand to Fiji","Submarine","Unrest / Holocene","Unknown","-35.353","178.527","-1200","Andesite / Basaltic Andesite","Subduction Zone / Oceanic Crust"
"241140","Healy","New Zealand","New Zealand to Fiji","Submarine","Eruption Dated","1360 CE","-35.004","178.973","-980","Dacite","Subduction Zone / Oceanic Crust"
"241150","Brothers","New Zealand","New Zealand to Fiji","Submarine","Unrest / Holocene","Unknown","-34.875","179.075","-1350","Dacite","Subduction Zone / Oceanic Crust"
"241815","Moutohora Island","New Zealand","New Zealand to Fiji","Complex","Unrest / Pleistocene","Unknown","-37.858","176.98","354","","Subduction Zone / Continental Crust"
"241816","Rotorua","New Zealand","New Zealand to Fiji","Caldera","Unrest / Pleistocene","Unknown","-38.08","176.27","757","","Subduction Zone / Continental Crust"
"242001","Wright","New Zealand","New Zealand to Fiji","Submarine","Unrest / Holocene","Unknown","-31.85","-179.18","-900","Basalt / Picro-Basalt","Subduction Zone / Oceanic Crust"
"242005","Havre Seamount","New Zealand","New Zealand to Fiji","Submarine","Eruption Observed","2012 CE","-31.08","-179.033","-897","","Subduction Zone / Oceanic Crust"
"242010","Curtis Island","New Zealand","New Zealand to Fiji","Submarine","Unrest / Holocene","Unknown","-30.543","-178.556","47","Andesite / Basaltic Andesite","Subduction Zone / Oceanic Crust"
"242021","Macauley","New Zealand","New Zealand to Fiji","Caldera","Eruption Dated","4360 BCE","-30.21","-178.475","238","Basalt / Picro-Basalt","Subduction Zone / Oceanic Crust"
"242022","Giggenbach","New Zealand","New Zealand to Fiji","Submarine","Unrest / Holocene","Unknown","-30.036","-178.712","-65","Basalt / Picro-Basalt","Subduction Zone / Oceanic Crust"
