"objid","ra","dec","u","g","r","i","z","run","rerun","camcol","field","specobjid","class","redshift","plate","mjd","fiberid"
"1.23765e+18","188.0262447","0.205461533","16.48826","15.67375","15.40592","15.31919","15.28315","752","301","4","297","3.25959e+18","STAR","0.000223921","2895","54567","382"
"1.23765e+18","188.0666001","0.130820324","18.23963","16.75517","16.25679","16.1037","16.0372","752","301","4","297","3.25959e+18","STAR","5.3e-05","2895","54567","396"
"1.23765e+18","188.0724925","0.048761529","16.72618","15.80401","15.48818","15.38683","15.35141","752","301","4","297","3.25959e+18","STAR","0.000557643","2895","54567","392"
"1.23765e+18","188.021513","0.01154042","19.19211","17.66395","16.70894","16.28271","15.95178","752","301","4","297","3.25559e+17","GALAXY","0.1347296","289","51990","631"
"1.23765e+18","188.0590048","0.053320239","19.5038","18.08056","17.30295","16.8752","16.51943","752","301","4","297","3.2556e+17","GALAXY","0.09066118","289","51990","637"
"1.23765e+18","188.0926808","0.011777979","17.85853","16.4395","15.76779","15.41843","15.10917","752","301","4","297","3.26606e+17","GALAXY","0.04419503","290","51941","346"
"1.23765e+18","188.0927427","0.010548373","19.17008","17.81611","17.23299","16.71327","16.50843","752","301","4","297","3.25561e+17","GALAXY","0.04366594","289","51990","639"
"1.23765e+18","188.0957304","0.031873344","19.06051","17.42766","16.58445","16.19048","15.8707","752","301","4","297","3.26607e+17","GALAXY","0.08114808","290","51941","351"
"1.23765e+18","188.2501548","0.083273568","16.64665","15.14635","14.61565","14.45855","14.39265","752","301","4","298","3.25959e+18","STAR","-1.31e-05","2895","54567","395"
"1.23765e+18","188.1287185","0.067172008","18.83706","17.17847","16.30482","15.89341","15.55935","752","301","4","298","3.2556e+17","GALAXY","0.09125175","289","51990","635"
"1.23765e+18","188.2454069","0.107692723","19.15889","19.34751","19.84426","20.19694","20.56606","752","301","4","298","3.28774e+18","STAR","-3.05e-05","2920","54562","424"
"1.23765e+18","188.3892944","0.032204112","17.82247","16.31487","15.7337","15.52116","15.41414","752","301","4","299","3.25959e+18","STAR","0.000215729","2895","54567","400"
"1.23765e+18","188.4001974","0.062375951","17.98082","15.79202","14.9194","14.6188","14.44842","752","301","4","299","3.25959e+18","STAR","-0.000210605","2895","54567","383"
"1.23765e+18","188.295653","0.081660214","18.60652","17.09124","16.35563","15.94936","15.67175","752","301","4","299","3.26621e+17","GALAXY","0.07542984","290","51941","399"
"1.23765e+18","188.3587279","0.013439078","19.5148","18.1469","17.44056","17.05706","16.76178","752","301","4","299","3.26621e+17","GALAXY","0.09203969","290","51941","400"
"1.23765e+18","188.4089115","0.193242392","18.8798","17.29325","16.75477","16.57812","16.48394","752","301","4","300","3.2596e+18","STAR","4.32e-05","2895","54567","424"
"1.23765e+18","148.885251","1.14428105","17.2092","16.05973","15.79513","15.72221","15.73674","756","301","6","221","3.55117e+18","STAR","0.000319817","3154","54821","292"
"1.23765e+18","148.9388748","1.097077173","18.75738","17.23185","16.60015","16.34192","16.20804","756","301","6","221","3.55117e+18","STAR","-0.000166038","3154","54821","295"
"1.23765e+18","148.9472527","1.124647806","17.48674","16.32361","15.82244","15.61553","15.51284","756","301","6","221","3.55117e+18","STAR","0.00023659","3154","54821","289"
"1.23765e+18","148.9448489","1.125628068","19.07678","17.66514","17.14488","16.8497","16.7324","756","301","6","221","3.01845e+17","GALAXY","0.04636251","268","51633","379"
"1.23765e+18","149.0991076","1.149997747","19.46439","18.28526","17.80864","17.55646","17.35722","756","301","6","222","3.01843e+17","GALAXY","0.1098269","268","51633","372"
"1.23765e+18","149.151841","1.136971169","18.70664","17.05806","16.47363","16.26556","16.1697","756","301","6","223","3.22804e+18","STAR","0.000217851","2867","54479","324"
"1.23765e+18","149.1790436","1.180089721","19.08675","16.84783","15.9091","15.54999","15.35081","756","301","6","223","3.55116e+18","STAR","0.000112022","3154","54821","250"
"1.23765e+18","149.1889571","1.087657086","18.94645","16.37221","15.2801","14.88327","14.68458","756","301","6","223","3.21117e+18","STAR","-9.09e-05","2852","54468","364"
"1.23765e+18","149.2159159","1.126488902","18.44351","16.91038","16.31904","16.0637","15.93935","756","301","6","223","3.55116e+18","STAR","9.61e-05","3154","54821","249"
"1.23765e+18","149.2324048","1.079607616","19.03199","17.51569","16.95335","16.71386","16.57548","756","301","6","223","3.55115e+18","STAR","0.000121236","3154","54821","242"
"1.23765e+18","149.2951705","1.140159762","18.44785","17.54177","17.18911","16.87687","16.75641","756","301","6","223","3.01853e+17","GALAXY","0.06655637","268","51633","405"
"1.23765e+18","149.1613889","1.092882123","18.2674","17.14597","16.87172","16.64103","16.55622","756","301","6","223","3.01842e+17","GALAXY","0.06251667","268","51633","368"
"1.23765e+18","149.19394","1.070187699","18.20894","16.44297","15.64058","15.26381","14.97204","756","301","6","223","3.01853e+17","GALAXY","0.06268962","268","51633","408"
"1.23765e+18","149.205826","1.120501085","18.66943","16.8495","16.00342","15.59754","15.29298","756","301","6","223","3.01853e+17","GALAXY","0.04704995","268","51633","406"
"1.23765e+18","149.2805327","1.180191964","19.15973","17.5623","16.798","16.34253","15.99921","756","301","6","223","5.4156e+17","GALAXY","0.08035871","481","51908","8"
"1.23765e+18","149.2783934","1.165870223","19.36334","18.06556","17.58404","17.2535","17.09801","756","301","6","223","5.63008e+17","GALAXY","0.06325846","500","51994","212"
"1.23765e+18","149.3236855","1.111544249","18.22715","16.75524","16.22113","16.02702","15.94156","756","301","6","224","3.21117e+18","STAR","0.000173322","2852","54468","369"
"1.23765e+18","149.3745698","1.134387687","16.72275","15.70332","15.41474","15.31566","15.29872","756","301","6","224","3.22805e+18","STAR","-7.38e-05","2867","54479","363"
"1.23765e+18","149.4182723","1.089208417","19.26705","17.78779","17.24384","17.0266","16.93024","756","301","6","224","3.21117e+18","STAR","0.000300759","2852","54468","361"
"1.23765e+18","149.4371456","1.150025229","18.50186","16.13272","15.14545","14.81011","14.63561","756","301","6","224","3.21117e+18","STAR","3.86e-05","2852","54468","368"
"1.23765e+18","149.2959414","1.082134353","19.27136","17.83511","17.23874","16.99835","16.869","756","301","6","224","3.55115e+18","STAR","9.3e-05","3154","54821","215"
"1.23765e+18","149.3145882","1.159889007","19.25746","17.98146","17.44543","17.23932","17.1211","756","301","6","224","3.22806e+18","STAR","5.95e-05","2867","54479","374"
"1.23765e+18","149.5066044","1.080012346","17.30551","15.85834","15.35062","15.19022","15.13456","756","301","6","225","3.21118e+18","STAR","-1.93e-05","2852","54468","405"
"1.23765e+18","149.5442849","1.149066901","18.68479","16.97188","16.27111","15.98417","15.82974","756","301","6","225","3.22806e+18","STAR","0.000324206","2867","54479","365"
"1.23765e+18","149.5554476","1.17146608","17.84916","16.56059","16.04874","15.84963","15.76703","756","301","6","225","3.55115e+18","STAR","-0.000114046","3154","54821","210"
"1.23765e+18","149.5608425","1.162739071","17.26751","15.88087","15.32262","15.11382","15.02619","756","301","6","225","3.21118e+18","STAR","0.000330973","2852","54468","410"
"1.23765e+18","149.5244988","1.109365723","18.98376","17.77633","17.29383","16.96459","16.82775","756","301","6","225","3.01867e+17","GALAXY","0.08112247","268","51633","458"
"1.23765e+18","149.5878489","1.093115739","19.52968","17.55491","16.49394","16.0624","15.70407","756","301","6","225","3.01865e+17","GALAXY","0.1252315","268","51633","452"
"1.23765e+18","149.6227078","1.053735456","18.89297","17.72994","17.22637","16.98562","16.89677","756","301","6","226","3.21118e+18","STAR","0.000994804","2852","54468","403"
"1.23765e+18","149.6774956","1.131353088","17.65629","16.76812","16.54069","16.45583","16.43721","756","301","6","226","3.21118e+18","STAR","0.000381501","2852","54468","408"
"1.23765e+18","149.6055424","1.10396975","18.4086","17.04395","16.38441","15.9801","15.72501","756","301","6","226","3.01862e+17","GALAXY","0.08074103","268","51633","441"
"1.23765e+18","149.6115123","1.143745194","19.55195","18.00267","17.43021","17.23611","17.14624","756","301","6","226","3.21118e+18","STAR","-1.16e-05","2852","54468","407"
"1.23765e+18","149.6251244","1.181984116","18.35994","16.75965","16.0056","15.60248","15.29887","756","301","6","226","3.01864e+17","GALAXY","0.06204112","268","51633","448"
"1.23765e+18","149.6593367","1.057980679","17.39253","15.45252","14.55437","14.09429","13.73602","756","301","6","226","5.62987e+17","GALAXY","0.04639898","500","51994","136"
"1.23765e+18","149.7042696","1.081261516","18.51302","16.39031","15.41031","14.98303","14.62139","756","301","6","226","5.64155e+17","GALAXY","0.07933678","501","52235","286"
"1.23765e+18","149.7071927","1.134397771","19.35769","17.45943","16.52664","16.11278","15.79024","756","301","6","226","3.01885e+17","GALAXY","0.07991444","268","51633","522"
"1.23765e+18","149.7093861","1.167546954","17.3933","16.08892","15.49643","15.12223","14.87504","756","301","6","226","5.64158e+17","GALAXY","0.05644372","501","52235","298"
"1.23765e+18","149.7159772","1.16210879","18.55428","16.7459","15.88485","15.4825","15.16267","756","301","6","226","3.01886e+17","GALAXY","0.05667516","268","51633","527"
"1.23765e+18","149.7173949","1.059200595","18.43754","16.50658","15.55545","15.13465","14.81354","756","301","6","226","5.62976e+17","GALAXY","0.08135636","500","51994","94"
"1.23765e+18","149.757516","1.155878957","18.67547","17.34602","16.74079","16.49702","16.36734","756","301","6","227","3.22807e+18","STAR","0.000265042","2867","54479","410"
"1.23765e+18","149.7873124","1.168168862","18.44166","16.95441","16.39491","16.21032","16.12185","756","301","6","227","3.21119e+18","STAR","-7.99e-05","2852","54468","450"
"1.23765e+18","149.8382286","1.109638819","17.63692","16.70477","16.43593","16.34091","16.32267","756","301","6","227","3.21119e+18","STAR","-0.000175992","2852","54468","456"
"1.23765e+18","149.8398546","1.141053497","18.28519","16.87424","16.35531","16.19252","16.115","756","301","6","227","3.21119e+18","STAR","0.000109734","2852","54468","446"
"1.23765e+18","149.8624413","1.057752597","18.55359","18.64592","18.95979","19.1778","19.50434","756","301","6","227","3.22807e+18","STAR","-7.25e-06","2867","54479","407"
"1.23765e+18","149.764147","1.143436816","19.55027","17.5563","16.63994","16.21725","15.90057","756","301","6","227","5.62975e+17","GALAXY","0.0837414","500","51994","91"
"1.23765e+18","149.7653103","1.146419809","18.86815","17.53346","16.87389","16.44966","16.2105","756","301","6","227","5.64154e+17","GALAXY","0.07891145","501","52235","283"
"1.23765e+18","149.7743613","1.086613888","19.02844","17.17518","16.26873","15.862","15.54002","756","301","6","227","3.019e+17","GALAXY","0.08254219","268","51633","577"
"1.23765e+18","149.81173","1.137466556","18.35042","17.03538","16.30501","15.865","15.61591","756","301","6","227","5.64154e+17","GALAXY","0.08161071","501","52235","285"
"1.23765e+18","149.8400837","1.196977583","19.41801","18.22798","17.48353","17.07187","16.78725","756","301","6","227","5.64156e+17","GALAXY","0.09642313","501","52235","292"
"1.23765e+18","209.9628851","-0.7140132","19.06229","19.00774","18.94072","18.84436","18.75291","752","301","2","444","3.38922e+17","QSO","2.059268","301","51942","94"
"1.23765e+18","210.0822371","-0.796642307","18.29611","18.15421","17.90545","17.94475","18.16924","752","301","2","444","3.38909e+17","QSO","1.20881","301","51942","47"
"1.23765e+18","210.0980931","-0.635057231","19.49437","18.68431","18.38932","18.0281","18.00161","752","301","2","444","3.38925e+17","GALAXY","0.1090892","301","51942","107"
"1.23765e+18","210.2147574","-0.632430429","18.83854","17.79305","17.42255","17.2969","17.23088","752","301","2","445","3.38924e+17","STAR","0.000346897","301","51942","103"
"1.23765e+18","210.3479516","-0.684410628","18.89517","17.7179","17.67826","17.70537","17.75982","752","301","2","446","3.38909e+17","STAR","0.000306765","301","51942","49"
"1.23765e+18","210.4000509","-0.75989208","16.6013","15.57514","15.23444","15.10361","15.08057","752","301","2","446","3.38912e+17","STAR","3.01e-05","301","51942","60"
"1.23765e+18","210.3095572","-0.760298027","19.38266","18.81006","18.72689","18.71282","18.47746","752","301","2","446","4.54533e+18","QSO","2.511341","4037","55631","260"
"1.23765e+18","210.5714162","-0.745915435","18.39764","17.21386","16.75888","16.59573","16.52843","752","301","2","448","3.40102e+17","STAR","-1.76e-05","302","51688","293"
"1.23765e+18","210.7005137","-0.823312849","19.47259","19.34098","19.34307","19.16737","19.06422","752","301","2","448","3.38899e+17","QSO","1.593915","301","51942","12"
"1.23765e+18","211.1291885","-0.756213522","19.13308","17.40575","16.62545","16.24547","15.949","752","301","2","451","3.40105e+17","GALAXY","0.0540957","302","51688","304"
"1.23765e+18","211.191245","-0.819206576","18.31448","16.3301","15.37186","14.92445","14.57653","752","301","2","452","3.40092e+17","GALAXY","0.08377565","302","51688","255"
"1.23765e+18","211.3288166","-0.653276154","19.21763","18.28073","18.06736","17.95251","17.96859","752","301","2","453","3.40083e+17","STAR","-0.000559592","302","51688","221"
"1.23765e+18","211.3507122","-0.79290747","19.48431","17.65862","16.82022","16.41256","16.10751","752","301","2","453","3.40093e+17","GALAXY","0.04922657","302","51688","259"
"1.23765e+18","211.3552475","-0.811342597","17.30749","15.6382","14.85252","14.41335","14.09335","752","301","2","453","3.40091e+17","GALAXY","0.04918197","302","51688","251"
"1.23765e+18","211.566817","-0.64109888","18.83467","16.87045","15.92178","15.46264","15.12855","752","301","2","454","3.40085e+17","GALAXY","0.08257761","302","51688","230"
"1.23765e+18","211.4746732","-0.745416318","18.45884","16.44801","15.54898","15.10957","14.77067","752","301","2","454","3.40087e+17","GALAXY","0.0592591","302","51688","236"
"1.23765e+18","211.6932979","-0.788082402","19.40284","17.44442","16.48501","16.043","15.65714","752","301","2","455","3.40082e+17","GALAXY","0.1097473","302","51688","218"
"1.23765e+18","211.7941521","-0.82090053","19.32085","19.05002","18.834","18.5837","18.65842","752","301","2","456","3.40081e+17","QSO","1.509065","302","51688","217"
"1.23765e+18","211.9046336","-0.764767435","18.33344","17.43134","17.09004","16.80314","16.6959","752","301","2","456","3.40058e+17","GALAXY","0.1046246","302","51688","133"
"1.23765e+18","211.974979","-0.781528226","17.75791","16.50201","16.05242","15.86797","15.77332","752","301","2","457","3.40058e+17","STAR","-3.82e-05","302","51688","131"
"1.23765e+18","212.0021778","-0.821805798","17.78579","15.81054","14.90429","14.46237","14.08691","752","301","2","457","3.40045e+17","GALAXY","0.0547474","302","51688","86"
"1.23765e+18","212.0267175","-0.821218921","19.56969","17.68342","16.78645","16.32482","15.95005","752","301","2","457","3.40048e+17","GALAXY","0.05197871","302","51688","94"
"1.23765e+18","212.0674535","-0.727881218","19.35937","18.22513","17.66206","17.31788","17.06518","752","301","2","458","3.40069e+17","GALAXY","0.05215927","302","51688","170"
"1.23765e+18","212.0802389","-0.648253697","19.37703","17.57063","16.72757","16.31166","15.98427","752","301","2","458","3.40066e+17","GALAXY","0.05251924","302","51688","161"
"1.23765e+18","212.0855817","-0.675430631","19.55739","18.05004","17.28424","16.8978","16.62592","752","301","2","458","3.40067e+17","GALAXY","0.05252395","302","51688","166"
"1.23765e+18","212.2324024","-0.669767842","19.03029","18.19234","17.42909","16.95399","16.72272","752","301","2","459","3.40062e+17","GALAXY","0.1452473","302","51688","148"
"1.23765e+18","212.3567807","-0.759202834","18.88832","17.59455","17.06225","16.85116","16.77336","752","301","2","460","3.40038e+17","STAR","0.000176417","302","51688","59"
"1.23765e+18","212.5769442","-0.683165925","18.06075","17.93504","17.77963","17.85904","17.93272","752","301","2","461","3.40053e+17","QSO","1.075157","302","51688","114"
"1.23765e+18","212.6118161","-0.832343596","16.03318","14.70073","13.96562","13.60781","13.28418","752","301","2","461","3.40023e+17","GALAXY","0.02539507","302","51688","4"
"1.23765e+18","212.5420162","-0.751769034","18.453","17.11609","16.50732","16.14136","15.88433","752","301","2","461","3.40036e+17","GALAXY","0.107122","302","51688","52"
"1.23765e+18","212.5738678","-0.754617837","19.20539","18.24311","18.00934","17.90706","17.91481","752","301","2","461","3.40022e+17","STAR","6.85e-05","302","51688","1"
"1.23765e+18","212.6264556","-0.708783286","19.59975","19.42293","19.41884","19.08538","19.17733","752","301","2","461","3.4005e+17","QSO","1.685386","302","51688","104"
"1.23765e+18","212.8924873","-0.825423078","16.42743","15.33366","14.99565","14.87294","14.84841","752","301","2","463","3.4123e+17","STAR","-0.000102383","303","51615","300"
"1.23765e+18","212.9329838","-0.684110137","19.49037","18.09847","17.23745","16.80688","16.45802","752","301","2","463","3.40039e+17","GALAXY","0.1368393","302","51688","64"
"1.23765e+18","212.9539238","-0.706862075","19.02558","17.73924","16.95303","16.52245","16.24091","752","301","2","463","3.40029e+17","GALAXY","0.1175562","302","51688","27"
"1.23765e+18","213.1035563","-0.832005451","16.97803","16.0934","15.64465","15.39965","15.16975","752","301","2","464","3.41218e+17","GALAXY","0.02600801","303","51615","255"
"1.23765e+18","212.9752922","-0.800035918","18.91706","17.35422","16.69811","16.24486","15.99311","752","301","2","464","3.40024e+17","GALAXY","0.09775519","302","51688","9"
"1.23765e+18","212.9945606","-0.653797153","19.23749","18.70078","18.52045","18.47158","18.25468","752","301","2","464","3.4003e+17","QSO","0.8333391","302","51688","29"
"1.23765e+18","213.0650072","-0.633022516","17.28403","15.63975","14.7232","14.20372","13.7755","752","301","2","464","3.41231e+17","GALAXY","0.02559116","303","51615","304"
"1.23765e+18","213.1011745","-0.732015098","18.93977","17.90734","17.55563","17.2804","17.16805","752","301","2","464","3.41215e+17","GALAXY","0.05441646","303","51615","245"
"1.23765e+18","213.2527456","-0.830928349","17.6654","16.73162","16.33208","16.14243","15.88867","752","301","2","465","3.41218e+17","GALAXY","0.02607814","303","51615","256"
"1.23765e+18","213.1212119","-0.633484273","19.1284","17.98581","17.38492","17.02091","16.86057","752","301","2","465","3.41218e+17","GALAXY","0.1361898","303","51615","257"
"1.23765e+18","213.1473109","-0.661794026","18.51786","17.39322","16.86858","16.52423","16.33853","752","301","2","465","3.41216e+17","GALAXY","0.07015833","303","51615","249"
"1.23765e+18","213.3028634","-0.752193668","17.9323","16.5513","15.8351","15.42477","15.11726","752","301","2","466","3.41204e+17","QSO","0.07009463","303","51615","205"
"1.23765e+18","213.3346092","-0.693733442","19.54985","18.02624","17.22471","16.81355","16.5112","752","301","2","466","3.41207e+17","GALAXY","0.1224455","303","51615","215"
"1.23765e+18","213.454649","-0.775199187","18.66351","16.70308","15.63021","15.11394","14.68904","752","301","2","467","3.41182e+17","GALAXY","0.1195413","303","51615","126"
"1.23765e+18","213.4614348","-0.638595198","18.73745","17.73463","17.16074","16.77727","16.54698","752","301","2","467","3.41184e+17","GALAXY","0.1222172","303","51615","133"
"1.23765e+18","213.4728148","-0.75755243","19.4142","17.44654","16.39088","15.92025","15.54152","752","301","2","467","3.41186e+17","GALAXY","0.1181679","303","51615","138"
"1.23765e+18","213.7342205","-0.690921225","19.30325","18.14038","17.46589","16.99733","16.75662","752","301","2","469","3.41199e+17","GALAXY","0.1482528","303","51615","188"
"1.23765e+18","162.4757347","-0.614183163","18.19572","16.64916","16.04765","15.85234","15.73866","756","301","2","312","2.68981e+18","STAR","1.72e-05","2389","54213","141"
"1.23765e+18","162.4896654","-0.563262537","18.65056","17.22528","16.62856","16.41418","16.30919","756","301","2","312","2.68982e+18","STAR","0.000128778","2389","54213","149"
"1.23765e+18","162.5136054","-0.448327492","16.33238","14.66512","14.06942","13.90488","13.83646","756","301","2","312","2.6898e+18","STAR","7.85e-05","2389","54213","109"
"1.23765e+18","162.5209777","-0.457114061","18.0648","16.55551","15.99908","15.83239","15.7568","756","301","2","312","2.88121e+18","STAR","3.09e-05","2559","54208","107"
"1.23765e+18","162.5275578","-0.441258717","18.68115","17.36575","16.85333","16.67516","16.56712","756","301","2","312","2.88121e+18","STAR","0.000275973","2559","54208","119"
"1.23765e+18","162.5328501","-0.477225725","15.87067","14.8972","14.53263","14.3918","14.35169","756","301","2","312","2.88121e+18","STAR","0.000812106","2559","54208","106"
"1.23765e+18","162.4833927","-0.47077103","19.43464","18.38997","17.82689","17.48256","17.2666","756","301","2","312","3.09641e+17","GALAXY","0.14951","275","51910","69"
"1.23765e+18","162.5277424","-0.527731705","18.79946","17.73359","17.34284","17.07536","16.99379","756","301","2","312","3.1082e+17","GALAXY","0.07181372","276","51909","261"
"1.23765e+18","162.6507077","-0.529910416","18.93746","17.44263","16.85364","16.62649","16.5369","756","301","2","313","2.6898e+18","STAR","3.49e-05","2389","54213","105"
"1.23765e+18","162.6706115","-0.490093479","19.18918","18.28624","18.01945","17.89037","17.86538","756","301","2","313","2.89246e+18","STAR","-3.51e-05","2569","54234","101"
"1.23765e+18","162.6905133","-0.48292159","18.41812","16.81984","16.211","16.0211","15.94143","756","301","2","313","2.88121e+18","STAR","3.33e-05","2559","54208","114"
"1.23765e+18","162.7034879","-0.538141614","17.44408","16.0789","15.48792","15.24561","15.11531","756","301","2","313","2.88121e+18","STAR","0.000181295","2559","54208","102"
"1.23765e+18","162.7166523","-0.517624021","17.33198","15.7743","15.21548","15.05385","15.00365","756","301","2","313","2.68981e+18","STAR","1.02e-05","2389","54213","114"
"1.23765e+18","162.7196814","-0.422541622","18.175","16.78044","16.23081","16.05679","15.96544","756","301","2","313","2.8812e+18","STAR","2.95e-05","2559","54208","63"
"1.23765e+18","162.7311411","-0.623484577","17.16511","15.41952","14.74476","14.53207","14.42529","756","301","2","313","2.68981e+18","STAR","-6.46e-05","2389","54213","119"
"1.23765e+18","162.7559024","-0.589987721","18.38123","17.43343","17.16503","17.08918","17.05791","756","301","2","313","2.6898e+18","STAR","0.000801146","2389","54213","107"
"1.23765e+18","162.7218554","-0.614763997","18.55249","17.1127","16.27089","15.85145","15.51703","756","301","2","313","3.09627e+17","GALAXY","0.1147406","275","51910","16"
"1.23765e+18","162.7996701","-0.470704546","19.42618","18.33145","17.8847","17.71758","17.66388","756","301","2","314","2.89246e+18","STAR","0.000898359","2569","54234","70"
"1.23765e+18","162.8183306","-0.431337321","18.25225","16.79115","16.16957","15.93817","15.80579","756","301","2","314","2.8812e+18","STAR","0.00016903","2559","54208","78"
"1.23765e+18","162.896408","-0.604638755","17.33892","15.70553","15.11499","14.93437","14.87482","756","301","2","314","2.8812e+18","STAR","-6.23e-05","2559","54208","64"
"1.23765e+18","162.9030088","-0.622024634","18.27232","17.29283","17.0041","16.89229","16.86329","756","301","2","314","2.68979e+18","STAR","-0.000115153","2389","54213","69"
"1.23765e+18","162.8821027","-0.561042283","19.52627","18.09971","17.51287","17.30079","17.18764","756","301","2","314","2.8812e+18","STAR","0.000148292","2559","54208","70"
"1.23765e+18","162.9134732","-0.580685918","18.94084","17.00369","16.04463","15.61973","15.28907","756","301","2","314","3.10809e+17","GALAXY","0.07479683","276","51909","222"
"1.23765e+18","162.930237","-0.445917589","18.14033","16.69977","16.11245","15.87953","15.77218","756","301","2","315","2.8812e+18","STAR","-0.000126373","2559","54208","75"
"1.23765e+18","162.9529542","-0.537271819","18.94424","17.34292","16.75068","16.54947","16.47775","756","301","2","315","2.68978e+18","STAR","-2.72e-06","2389","54213","32"
"1.23765e+18","162.9710693","-0.563087827","17.94661","16.77475","16.59598","16.54766","16.58889","756","301","2","315","2.88119e+18","STAR","0.000614883","2559","54208","32"
"1.23765e+18","163.028252","-0.560794076","15.61552","13.78314","12.90478","12.43369","12.1042","756","301","2","315","3.10799e+17","GALAXY","0.01846641","276","51909","183"
"1.23765e+18","163.0510264","-0.532640666","18.37633","17.38836","17.24922","17.20367","17.2239","756","301","2","315","2.88119e+18","STAR","0.001181536","2559","54208","30"
"1.23765e+18","162.9234656","-0.432545165","19.43159","17.70729","16.8847","16.48779","16.18326","756","301","2","315","3.1081e+17","GALAXY","0.07494994","276","51909","223"
"1.23765e+18","162.9378356","-0.437971261","19.08509","17.32444","16.4037","15.94173","15.59604","756","301","2","315","3.1081e+17","GALAXY","0.07265735","276","51909","225"
"1.23765e+18","163.1294839","-0.503867232","18.14278","16.89617","16.89214","16.99544","17.09234","756","301","2","316","2.88118e+18","STAR","0.001201092","2559","54208","24"
"1.23765e+18","163.1490622","-0.615674104","16.2002","15.04214","14.40526","14.28151","14.24865","756","301","2","316","2.68979e+18","STAR","-5.93e-05","2389","54213","38"
"1.23765e+18","163.1641138","-0.618697159","18.86297","18.47356","18.31293","18.28635","18.21639","756","301","2","316","4.24709e+18","QSO","2.261776","3772","55277","706"
"1.23765e+18","163.196202","-0.558605762","19.17479","17.89366","17.37101","17.16031","17.06594","756","301","2","316","2.68979e+18","STAR","0.000790222","2389","54213","40"
"1.23765e+18","163.2025556","-0.550412687","18.19154","17.24701","16.94457","16.8339","16.80232","756","301","2","316","4.2471e+18","STAR","6.05e-05","3772","55277","742"
"1.23765e+18","163.1019041","-0.500528282","19.39802","18.13951","17.58616","17.18673","16.97219","756","301","2","316","3.108e+17","GALAXY","0.07251223","276","51909","187"
"1.23765e+18","163.1155049","-0.606720629","19.21814","18.12746","17.6847","17.44389","17.26686","756","301","2","316","3.10799e+17","GALAXY","0.02149814","276","51909","185"
"1.23765e+18","163.145856","-0.517062808","19.08934","17.37336","16.47905","16.02317","15.66737","756","301","2","316","3.10801e+17","GALAXY","0.07332443","276","51909","190"
"1.23765e+18","163.2996661","-0.583335198","17.54274","16.18851","15.61846","15.39516","15.28372","756","301","2","317","2.68978e+18","STAR","0.00097681","2389","54213","30"
"1.23765e+18","163.2999977","-0.499998831","18.60505","17.53642","17.12961","16.8131","16.7335","756","301","2","317","3.10795e+17","GALAXY","0.07227067","276","51909","170"
"1.23765e+18","163.3365032","-0.606386093","17.1468","15.91065","15.463","15.2034","15.03239","756","301","2","317","3.10795e+17","GALAXY","0.01849591","276","51909","169"
"1.23765e+18","163.4098915","-0.467884036","18.7817","18.69304","18.65826","18.41443","18.26723","756","301","2","318","3.10791e+17","QSO","1.839879","276","51909","155"
"1.23765e+18","163.6589688","-0.571430207","19.21734","18.27869","17.56783","17.18556","16.99607","756","301","2","319","3.10781e+17","GALAXY","0.1937813","276","51909","119"
"1.23765e+18","163.713098","-0.469953555","17.89985","16.78002","16.63286","16.61409","16.62412","756","301","2","320","3.10778e+17","STAR","0.000688281","276","51909","109"
"1.23765e+18","163.8051158","-0.572175747","18.63258","17.59472","17.15296","16.96552","16.87494","756","301","2","320","3.10777e+17","STAR","0.000947523","276","51909","104"
"1.23765e+18","163.7596361","-0.597607194","19.54717","18.67865","18.32118","18.17573","18.17787","756","301","2","320","4.31784e+18","STAR","0.000172442","3835","55570","58"
"1.23765e+18","163.8250575","-0.555432143","18.48334","16.73492","15.86348","15.43764","15.11534","756","301","2","321","3.10777e+17","GALAXY","0.06443468","276","51909","103"
"1.23765e+18","163.8645762","-0.471310898","19.50503","19.46745","19.15787","19.07567","19.11254","756","301","2","321","3.10765e+17","QSO","1.356743","276","51909","61"
"1.23765e+18","164.0138062","-0.57188171","19.1002","18.05327","17.72587","17.61504","17.55536","756","301","2","322","3.11957e+17","STAR","0.000655093","277","51908","302"
"1.23765e+18","164.2137686","-0.443991837","19.35975","18.4328","18.12656","18.00835","18.00192","756","301","2","323","4.31783e+18","STAR","0.000207555","3835","55570","2"
"1.23765e+18","225.6188016","-0.072210636","19.20709","18.15223","17.73545","17.56275","17.45809","745","301","3","447","3.7314e+18","STAR","-0.000139042","3314","54970","608"
"1.23765e+18","225.6225431","-0.100978628","19.10323","18.0041","17.4903","17.30673","17.18908","745","301","3","447","3.7314e+18","STAR","-0.000169583","3314","54970","615"
"1.23765e+18","237.7073478","-0.117291126","19.033","17.66646","17.19285","16.90451","16.70202","745","301","3","527","3.85075e+17","GALAXY","0.05492734","342","51691","61"
"1.23765e+18","237.7771828","-0.195780795","19.23882","17.96441","18.02486","18.13573","18.22423","745","301","3","528","3.86267e+17","STAR","0.00053349","343","51692","303"
"1.23765e+18","238.0054082","-0.200869374","19.02585","18.11727","17.80651","17.66225","17.54215","745","301","3","529","3.85064e+17","STAR","-6.16e-05","342","51691","22"
"1.23765e+18","237.9451444","-0.105170416","17.97498","15.81678","14.82701","14.36535","13.90116","745","301","3","529","3.86267e+17","GALAXY","0.05442572","343","51692","304"
